id;age;male;eduyears;nzeuro;rightwing;neg_ath;neg_bd;neg_ch;neg_hd;neg_jw;neg_ms;thr_ath;thr_bd;thr_ch;thr_hd;thr_jw;rural;thr_ms;wave;religiosity
218;27;Not Male;14,0;1;7;Neither negative nor positive;Neither negative nor positive;Very positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Rural;Somewhat threatening;2018;NA
218;28;Not Male;16,0;1;NA;Neither negative nor positive;Neither negative nor positive;Very positive;Neither negative nor positive;NA;Neither negative nor positive;2;Not very threatening;Not threatening at all;Not very threatening;NA;Rural;Somewhat threatening;2019;NA
219;54;Male;12,0;1;6;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Rural;Not threatening at all;2018;7
219;55;Male;13,0;1;7;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Rural;Not threatening at all;2019;7
220;61;Not Male;11,0;1;NA;Very Negative;NA;Very positive;NA;NA;NA;3;NA;Not threatening at all;NA;NA;NA;NA;2018;1
220;62;Not Male;14,0;1;NA;Somewhat negative;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;4;Somewhat threatening;Not threatening at all;Somewhat threatening;Somewhat threatening;Rural;Not very threatening;2019;1
221;60;Male;14,0;1;3;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Rural;Somewhat threatening;2018;4
221;61;Male;15,0;NA;4;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not threatening at all;Not very threatening;Not very threatening;Not very threatening;Rural;Somewhat threatening;2019;4
222;55;Not Male;NA;1;5;Very positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;NA;NA;NA;NA;Not Rural;NA;2018;7
222;56;NA;10,0;1;5;NA;Very Negative;Neither negative nor positive;Very Negative;Neither negative nor positive;Very Negative;NA;NA;NA;Somewhat threatening;NA;Rural;Somewhat threatening;2019;7
223;36;Not Male;16,0;1;6;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Rural;Not threatening at all;2018;4
223;37;Not Male;16,0;1;6;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Rural;Not threatening at all;2019;4
224;54;Male;12,0;1;8;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;1;Not very threatening;Not threatening at all;Not very threatening;Not very threatening;Rural;Somewhat threatening;2018;6
224;55;NA;12,0;1;8;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Rural;Somewhat threatening;2019;6
225;49;NA;15,0;1;0;Neither negative nor positive;Very positive;Somewhat negative;Very positive;Very positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;7
225;50;Male;23,0;1;1;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;4
226;63;Not Male;17,0;1;3;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;4
226;64;Not Male;16,0;1;3;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;4
227;67;Not Male;NA;NA;0;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;NA;NA;NA;NA;Not Rural;NA;2018;4
227;68;Not Male;NA;1;0;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Somewhat positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2019;3
228;55;Not Male;14,0;1;7;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not threatening at all;Not very threatening;Not threatening at all;Not very threatening;Not Rural;Somewhat threatening;2018;4
228;56;Not Male;13,0;1;5;Neither negative nor positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;3;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2019;4
229;58;Not Male;NA;1;NA;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;3
229;59;Not Male;15,0;NA;5;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;2;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not very threatening;2019;3
230;47;Male;10,0;NA;NA;Neither negative nor positive;Neither negative nor positive;Very Negative;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;3;Not very threatening;Somewhat threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;4
230;48;Male;9,0;NA;NA;NA;NA;Very Negative;NA;NA;Somewhat positive;3;NA;Somewhat threatening;NA;NA;Not Rural;Not very threatening;2019;6
231;63;Not Male;11,0;1;8;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;4
231;64;Not Male;11,0;1;NA;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;4
232;26;Not Male;13,0;1;8;Somewhat positive;Somewhat positive;Very positive;Somewhat positive;Very positive;Somewhat positive;2;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not very threatening;2018;1
232;27;Not Male;13,0;1;7;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;4
233;25;Male;15,0;NA;3;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;1
233;26;Male;16,0;NA;3;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;1
234;41;Not Male;18,0;1;6;Very positive;Very positive;Very Negative;Very positive;Very positive;Very Negative;1;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Very threatening;2018;7
234;42;Not Male;20,0;1;7;Very positive;Somewhat positive;Neither negative nor positive;Somewhat positive;Very positive;Very Negative;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2019;7
235;30;Male;17,0;1;5;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;7
235;31;Male;13,0;1;5;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;7
236;66;Not Male;15,0;1;3;Very positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Rural;Not very threatening;2018;6
236;67;Not Male;16,0;1;3;Very positive;Somewhat positive;NA;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Rural;Not threatening at all;2019;7
237;69;Not Male;10,0;1;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;4
237;70;Male;10,0;NA;6;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Rural;Not threatening at all;2019;6
238;42;Not Male;14,0;1;3;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;6
238;43;Not Male;17,0;1;4;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;6
239;38;Not Male;23,0;1;NA;Neither negative nor positive;Neither negative nor positive;Somewhat negative;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Somewhat threatening;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;4
239;39;Not Male;23,0;1;0;Somewhat positive;Somewhat positive;Somewhat negative;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Somewhat threatening;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;4
